City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
618,Beloha,MG,65.66,-25.1667,45.05,Beloha
619,Kloulklubed,PW,81.1,7.0419,134.2556,Klouklubed
620,Pangkalanbuun,ID,72.3,-2.6833,111.6167,Pangkalan Bun
623,Dalbandin,PK,81.68,28.8947,64.4101,Dalbandin
624,Kalmunai,LK,83.53,7.4167,81.8167,Kalmunai
627,Roma,US,58.87,43.2128,-75.4557,Rome
628,Tazovskiy,RU,69.42,67.4667,78.7,Tazovskii
629,Korla,CN,83.95,41.7597,86.1469,Bayingolin Mongol Autonomous Prefecture
630,Mnogovershinnyy,RU,73.06,53.9353,139.9242,Mnogovershinnyi
631,Ameca,MX,72.05,20.55,-104.0333,Ameca
632,Haines Junction,CA,60.75,60.7522,-137.5108,Haines Junction
633,Acajutla,SV,78.98,13.5928,-89.8275,Acajutla
635,Promissao,BR,66.0,-21.5367,-49.8581,Promissão
636,Caravelas,BR,70.05,-17.7125,-39.2481,Caravelas
637,Ganzhou,CN,81.79,28.8184,115.4327,Nanchang
639,Shache,CN,74.43,38.4167,77.2406,Kashgar Prefecture
640,Charagua,BO,63.1,-19.8,-63.2167,Charagua
641,Ulladulla,AU,58.77,-35.35,150.4667,Ulladulla
642,Atambua,ID,81.0,-9.1061,124.8925,Atambua
643,Gilbues,BR,67.84,-9.8317,-45.3439,Gilbués
644,Gornopravdinsk,RU,66.76,60.05,69.9,Gornopravdinsk
645,Independencia,BR,74.55,-5.3964,-40.3086,Independência
646,Gondanglegi,ID,83.46,-7.7479,112.0132,SDN Gondanglegi I
647,Broken Hill,AU,57.76,-31.95,141.4333,Broken Hill
648,Kharp,RU,63.75,66.8014,65.8081,Kharp
650,Fukue,JP,75.56,32.6881,128.8419,Goto
651,Tongren,CN,81.34,27.7172,109.1853,Tongren
653,Turkmenabat,TM,71.58,39.0733,63.5786,Turkmenabat
654,Maryville,US,75.15,35.7565,-83.9705,Maryville
655,Sinnamary,GF,77.25,5.3833,-52.95,Sinnamary
656,Kisangani,CD,68.65,0.5167,25.2,Kisangani
658,Vinzili,RU,61.11,56.9594,65.7708,Vinzili
659,Artyom,AZ,73.54,40.4723,50.333,Pirallahi
660,Salinopolis,BR,77.54,-0.6136,-47.3561,Salinópolis
661,Ushirombo,TZ,68.29,-3.4919,31.9639,Ushirombo
662,Macas,EC,64.29,-2.3167,-78.1167,Macas
663,Novopskov,UA,65.39,49.5464,39.0899,Novopskov
664,Teahupoo,PF,76.96,-17.8333,-149.2667,Teahupo'o
667,Tenabo,MX,75.61,20.05,-90.2333,Tenabo
669,Roebourne,AU,78.49,-20.7833,117.1333,Roebourne
670,Auki,SB,82.35,-8.7676,160.7034,Auki
672,La Ronge,CA,62.85,55.1001,-105.2842,La Ronge
673,Nantucket,US,62.71,41.2835,-70.0995,Nantucket
674,Matara,LK,80.74,5.9485,80.5353,Matara
675,Sibolga,ID,78.44,1.7427,98.7792,Sibolga
676,Westerville,US,71.58,40.1262,-82.9291,Columbus
677,Port Hardy,CA,57.38,50.6996,-127.4199,Port Hardy
679,Argostolion,GR,72.79,38.1811,20.489,Argostolion
680,Belmonte,BR,70.99,-15.8631,-38.8828,Belmonte
681,Am Timan,TD,78.48,11.0297,20.2827,Am Timan
683,Borogontsy,RU,70.14,62.6683,131.1683,Borogontsy
684,Kingaroy,AU,67.59,-26.5333,151.8333,Kingaroy
685,Regina,CA,71.71,50.4501,-104.6178,Regina
686,Mahon,ES,73.96,39.8885,4.2658,Mahón
687,Aguimes,ES,68.67,27.9054,-15.4461,"Ingenio, Las Palmas"
688,Sungaipenuh,ID,77.27,-2.0833,101.3833,Sungai Penuh
690,Apatou,GF,72.73,5.155,-54.3472,Apatou
691,Arcata,US,63.12,40.8665,-124.0828,Arcata
